DCTPep_ID,Cell_Line,Disease,Cancer_Classified,Assay,Activity,Testing_Time,Literature
DCTPep01668,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50=14 µg/ml,24 h,Patent
DCTPep01668,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=18 µg/ml,24 h,Patent
DCTPep01668,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=30 µg/ml,24 h,Patent
DCTPep01668,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=9 µg/ml,24 h,Patent
DCTPep01669,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=130 µg/ml,24 h,Patent
DCTPep01669,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50=140 µg/ml,24 h,Patent
DCTPep01669,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=145 µg/ml,24 h,Patent
DCTPep01669,PC-3,Prostate carcinoma,Carcinoma,MTT assay,LD50=170 µg/ml,24 h,Patent
DCTPep01669,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=200 µg/ml,24 h,Patent
DCTPep01669,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=200 µg/ml,24 h,Patent
DCTPep01669,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=90 µg/ml,24 h,Patent
DCTPep01670,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=11 µg/ml,24 h,Patent
DCTPep01670,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=11 µg/ml,24 h,Patent
DCTPep01670,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=65 µg/ml,24 h,Patent
DCTPep01670,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50>1000 µg/ml,24 h,Patent
DCTPep01671,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=445 µg/ml,24 h,Patent
DCTPep01671,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=445 µg/ml,24 h,Patent
DCTPep01671,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=470 µg/ml,24 h,Patent
DCTPep01671,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=500 µg/ml,24 h,Patent
DCTPep01671,PC-3,Prostate carcinoma,Carcinoma,MTT assay,LD50=640 µg/ml,24 h,Patent
DCTPep01671,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50=660 µg/ml,24 h,Patent
DCTPep01671,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=800 µg/ml,24 h,Patent
DCTPep01672,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=205 µg/ml,24 h,Patent
DCTPep01672,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=205 µg/ml,24 h,Patent
DCTPep01672,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=215 µg/ml,24 h,Patent
DCTPep01672,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50=300 µg/ml,24 h,Patent
DCTPep01672,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=370 µg/ml,24 h,Patent
DCTPep01672,PC-3,Prostate carcinoma,Carcinoma,MTT assay,LD50=435 µg/ml,24 h,Patent
DCTPep01672,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=500 µg/ml,24 h,Patent
DCTPep01673,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=115 µg/ml,24 h,Patent
DCTPep01673,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=155 µg/ml,24 h,Patent
DCTPep01673,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=155 µg/ml,24 h,Patent
DCTPep01673,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50=215 µg/ml,24 h,Patent
DCTPep01673,PC-3,Prostate carcinoma,Carcinoma,MTT assay,LD50=310 µg/ml,24 h,Patent
DCTPep01673,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=54 µg/ml,24 h,Patent
DCTPep01673,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=80 µg/ml,24 h,Patent
DCTPep01674,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50=400 µg/ml,24 h,Patent
DCTPep01674,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=450 µg/ml,24 h,Patent
DCTPep01674,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=500 µg/ml,24 h,Patent
DCTPep01674,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=530 µg/ml,24 h,Patent
DCTPep01674,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=530 µg/ml,24 h,Patent
DCTPep01674,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=600 µg/ml,24 h,Patent
DCTPep01674,PC-3,Prostate carcinoma,Carcinoma,MTT assay,LD50=900 µg/ml,24 h,Patent
DCTPep01675,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01675,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01675,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01675,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01675,PC-3,Prostate carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01675,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01675,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50>1000 µg/ml,24 h,Patent
DCTPep01676,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=27 µg/ml,24 h,Patent
DCTPep01676,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=27 µg/ml,24 h,Patent
DCTPep01676,PC-3,Prostate carcinoma,Carcinoma,MTT assay,LD50=41 µg/ml,24 h,Patent
DCTPep01676,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=5 µg/ml,24 h,Patent
DCTPep01676,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=62 µg/ml,24 h,Patent
DCTPep01676,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=64 µg/ml,24 h,Patent
DCTPep01676,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50=82 µg/ml,24 h,Patent
DCTPep01677,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01677,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01677,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01677,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01677,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01677,PC-3,Prostate carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01677,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01678,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01678,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01678,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01678,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01678,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01678,PC-3,Prostate carcinoma,Carcinoma,MTT assay,LD50=435 µg/ml,24 h,Patent
DCTPep01678,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=760 µg/ml,24 h,Patent
DCTPep01679,PC-3,Prostate carcinoma,Carcinoma,MTT assay,LD50=125 µg/ml,24 h,Patent
DCTPep01679,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50=150 µg/ml,24 h,Patent
DCTPep01679,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=74 µg/ml,24 h,Patent
DCTPep01679,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=8 µg/ml,24 h,Patent
DCTPep01679,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=84 µg/ml,24 h,Patent
DCTPep01679,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=94 µg/ml,24 h,Patent
DCTPep01679,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=94 µg/ml,24 h,Patent
DCTPep01680,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01680,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=430 µg/ml,24 h,Patent
DCTPep01680,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=465 µg/ml,24 h,Patent
DCTPep01680,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=465 µg/ml,24 h,Patent
DCTPep01680,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=560 µg/ml,24 h,Patent
DCTPep01680,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50>1000 µg/ml,24 h,Patent
DCTPep01681,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01681,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01681,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01681,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01681,PC-3,Prostate carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01681,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01681,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50>1000 µg/ml,24 h,Patent
DCTPep01682,PC-3,Prostate carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01682,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01682,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=510 µg/ml,24 h,Patent
DCTPep01682,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=530 µg/ml,24 h,Patent
DCTPep01682,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=530 µg/ml,24 h,Patent
DCTPep01682,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=640 µg/ml,24 h,Patent
DCTPep01682,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50>1000 µg/ml,24 h,Patent
DCTPep01683,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01683,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01683,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01683,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01683,PC-3,Prostate carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01683,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01683,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50>1000 µg/ml,24 h,Patent
DCTPep01684,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=150 µg/ml,24 h,Patent
DCTPep01684,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=225 µg/ml,24 h,Patent
DCTPep01684,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=250 µg/ml,24 h,Patent
DCTPep01684,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=250 µg/ml,24 h,Patent
DCTPep01684,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50=275 µg/ml,24 h,Patent
DCTPep01684,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=285 µg/ml,24 h,Patent
DCTPep01684,PC-3,Prostate carcinoma,Carcinoma,MTT assay,LD50=350 µg/ml,24 h,Patent
DCTPep01685,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=14 µg/ml,24 h,Patent
DCTPep01685,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=150 µg/ml,24 h,Patent
DCTPep01685,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=150 µg/ml,24 h,Patent
DCTPep01685,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=150 µg/ml,24 h,Patent
DCTPep01685,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=57 µg/ml,24 h,Patent
DCTPep01685,PC-3,Prostate carcinoma,Carcinoma,MTT assay,LD50=64 µg/ml,24 h,Patent
DCTPep01686,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=44 µg/ml,24 h,Patent
DCTPep01686,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=54 µg/ml,24 h,Patent
DCTPep01686,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=6 µg/ml,24 h,Patent
DCTPep01686,PC-3,Prostate carcinoma,Carcinoma,MTT assay,LD50=61 µg/ml,24 h,Patent
DCTPep01686,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=72 µg/ml,24 h,Patent
DCTPep01686,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=72 µg/ml,24 h,Patent
DCTPep01686,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50=95 µg/ml,24 h,Patent
DCTPep01687,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=128 µg/ml,24 h,Patent
DCTPep01687,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=128 µg/ml,24 h,Patent
DCTPep01687,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=140 µg/ml,24 h,Patent
DCTPep01687,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=23 µg/ml,24 h,Patent
DCTPep01687,PC-3,Prostate carcinoma,Carcinoma,MTT assay,LD50=44 µg/ml,24 h,Patent
DCTPep01687,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=46 µg/ml,24 h,Patent
DCTPep01687,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50=50 µg/ml,24 h,Patent
DCTPep01688,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=240 µg/ml,24 h,Patent
DCTPep01688,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=240 µg/ml,24 h,Patent
DCTPep01688,PC-3,Prostate carcinoma,Carcinoma,MTT assay,LD50=340 µg/ml,24 h,Patent
DCTPep01688,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=360 µg/ml,24 h,Patent
DCTPep01688,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50=400 µg/ml,24 h,Patent
DCTPep01688,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=56 µg/ml,24 h,Patent
DCTPep01689,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=10 µg/ml,24 h,Patent
DCTPep01689,PC-3,Prostate carcinoma,Carcinoma,MTT assay,LD50=12 µg/ml,24 h,Patent
DCTPep01689,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=12 µg/ml,24 h,Patent
DCTPep01689,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50=20 µg/ml,24 h,Patent
DCTPep01689,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=36 µg/ml,24 h,Patent
DCTPep01689,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=36 µg/ml,24 h,Patent
DCTPep01689,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=37 µg/ml,24 h,Patent
DCTPep01690,PC-3,Prostate carcinoma,Carcinoma,MTT assay,LD50=16 µg/ml,24 h,Patent
DCTPep01690,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=54 µg/ml,24 h,Patent
DCTPep01690,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=59 µg/ml,24 h,Patent
DCTPep01690,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=65 µg/ml,24 h,Patent
DCTPep01690,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50=80 µg/ml,24 h,Patent
DCTPep01690,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=93 µg/ml,24 h,Patent
DCTPep01690,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=93 µg/ml,24 h,Patent
DCTPep01691,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=14 µg/ml,24 h,Patent
DCTPep01691,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=16 µg/ml,24 h,Patent
DCTPep01691,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50=25 µg/ml,24 h,Patent
DCTPep01691,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=26 µg/ml,24 h,Patent
DCTPep01691,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=44 µg/ml,24 h,Patent
DCTPep01691,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=44 µg/ml,24 h,Patent
DCTPep01691,PC-3,Prostate carcinoma,Carcinoma,MTT assay,LD50=8 µg/ml,24 h,Patent
DCTPep01692,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50=145 µg/ml,24 h,Patent
DCTPep01692,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=26 µg/ml,24 h,Patent
DCTPep01692,PC-3,Prostate carcinoma,Carcinoma,MTT assay,LD50=38 µg/ml,24 h,Patent
DCTPep01692,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=38 µg/ml,24 h,Patent
DCTPep01692,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=72 µg/ml,24 h,Patent
DCTPep01692,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=85 µg/ml,24 h,Patent
DCTPep01692,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=85 µg/ml,24 h,Patent
DCTPep01693,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=21 µg/ml,24 h,Patent
DCTPep01693,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=24 µg/ml,24 h,Patent
DCTPep01693,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=35 µg/ml,24 h,Patent
DCTPep01693,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=53 µg/ml,24 h,Patent
DCTPep01693,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=53 µg/ml,24 h,Patent
DCTPep01693,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50=62 µg/ml,24 h,Patent
DCTPep01693,PC-3,Prostate carcinoma,Carcinoma,MTT assay,LD50=9 µg/ml,24 h,Patent
DCTPep01694,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=230 µg/ml,24 h,Patent
DCTPep01694,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=240 µg/ml,24 h,Patent
DCTPep01694,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=240 µg/ml,24 h,Patent
DCTPep01694,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=300 µg/ml,24 h,Patent
DCTPep01694,PC-3,Prostate carcinoma,Carcinoma,MTT assay,LD50=320 µg/ml,24 h,Patent
DCTPep01694,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50=325 µg/ml,24 h,Patent
DCTPep01694,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=360 µg/ml,24 h,Patent
DCTPep01695,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01695,PC-3,Prostate carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01695,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01695,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=640 µg/ml,24 h,Patent
DCTPep01695,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=640 µg/ml,24 h,Patent
DCTPep01695,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=770 µg/ml,24 h,Patent
DCTPep01695,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50>1000 µg/ml,24 h,Patent
DCTPep01696,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01696,PC-3,Prostate carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01696,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=550 µg/ml,24 h,Patent
DCTPep01696,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=830 µg/ml,24 h,Patent
DCTPep01696,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=830 µg/ml,24 h,Patent
DCTPep01696,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=870 µg/ml,24 h,Patent
DCTPep01696,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50>1000 µg/ml,24 h,Patent
DCTPep01697,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01697,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01697,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01697,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01697,PC-3,Prostate carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01697,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01697,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50=240 µg/ml,24 h,Patent
DCTPep01698,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01698,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01698,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01698,PC-3,Prostate carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01698,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01698,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=940 µg/ml,24 h,Patent
DCTPep01698,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50>1000 µg/ml,24 h,Patent
DCTPep01699,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50=140 µg/ml,24 h,Patent
DCTPep01699,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=165 µg/ml,24 h,Patent
DCTPep01699,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=165 µg/ml,24 h,Patent
DCTPep01699,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=50 µg/ml,24 h,Patent
DCTPep01699,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=61 µg/ml,24 h,Patent
DCTPep01699,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=64 µg/ml,24 h,Patent
DCTPep01699,PC-3,Prostate carcinoma,Carcinoma,MTT assay,LD50=97 µg/ml,24 h,Patent
DCTPep01700,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=305 µg/ml,24 h,Patent
DCTPep01700,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=540 µg/ml,24 h,Patent
DCTPep01700,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=600 µg/ml,24 h,Patent
DCTPep01700,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=600 µg/ml,24 h,Patent
DCTPep01700,PC-3,Prostate carcinoma,Carcinoma,MTT assay,LD50=600 µg/ml,24 h,Patent
DCTPep01700,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=770 µg/ml,24 h,Patent
DCTPep01700,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50=820 µg/ml,24 h,Patent
DCTPep01701,PC-3,Prostate carcinoma,Carcinoma,MTT assay,LD50=120 µg/ml,24 h,Patent
DCTPep01701,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=190 µg/ml,24 h,Patent
DCTPep01701,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=240 µg/ml,24 h,Patent
DCTPep01701,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=310 µg/ml,24 h,Patent
DCTPep01701,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=310 µg/ml,24 h,Patent
DCTPep01701,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=310 µg/ml,24 h,Patent
DCTPep01701,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50=380 µg/ml,24 h,Patent
DCTPep01702,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01702,PC-3,Prostate carcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01702,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=1000 µg/ml,24 h,Patent
DCTPep01702,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=590 µg/ml,24 h,Patent
